id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7497753,06/01/2010 15:29,1466,4634,$64.00,Swipe Transaction,59935,Seaford,DE,19973,5499,
7497754,06/01/2010 15:30,180,5453,$15.64,Swipe Transaction,20621,Glendale,AZ,85301,5411,
7497756,06/01/2010 15:30,1604,2950,$76.00,Swipe Transaction,61195,Batesville,MS,38606,5541,
7497757,06/01/2010 15:31,33,5120,-$90.00,Swipe Transaction,43293,Elko,NV,89801,5499,
7497758,06/01/2010 15:31,161,5588,$74.05,Swipe Transaction,13369,Waco,TX,76707,5912,Technical Glitch
7497759,06/01/2010 15:31,906,2409,$21.90,Swipe Transaction,68490,Tooele,UT,84074,5813,
7497760,06/01/2010 15:31,1619,5111,$50.82,Swipe Transaction,75781,Plano,TX,75093,5411,
7497761,06/01/2010 15:31,1861,3374,$45.10,Online Transaction,41122,ONLINE,,,4784,
7497763,06/01/2010 15:32,909,2583,$30.48,Swipe Transaction,56431,Olympia,WA,98516,5541,
7497764,06/01/2010 15:33,1918,3898,$13.20,Swipe Transaction,89069,Camp Hill,AL,36850,5251,
7497766,06/01/2010 15:34,393,5873,$1.44,Swipe Transaction,86438,Texarkana,TX,75501,5499,
7497765,06/01/2010 15:34,393,5873,$146.67,Swipe Transaction,3558,Bloomfield,CT,6002,3640,
7497767,06/01/2010 15:34,519,3380,$60.79,Swipe Transaction,3822,Las Vegas,NV,89147,4131,
7497768,06/01/2010 15:34,655,2133,$9.49,Swipe Transaction,91507,Lorain,OH,44052,5310,
7497769,06/01/2010 15:34,931,5847,$1.49,Swipe Transaction,14528,Memphis,TN,38118,5499,
7497770,06/01/2010 15:34,1196,4542,$15.87,Swipe Transaction,81833,Lake Havasu City,AZ,86404,5912,
7497771,06/01/2010 15:34,1736,113,$52.44,Swipe Transaction,61195,Brooklyn,NY,11211,5541,
7497772,06/01/2010 15:34,1963,3317,$21.56,Online Transaction,18563,ONLINE,,,4121,
7497773,06/01/2010 15:35,379,2019,$49.60,Swipe Transaction,17540,Mobile,AL,36693,5912,
7497774,06/01/2010 15:35,1417,2975,$13.45,Swipe Transaction,75781,Lake Orion,MI,48360,5411,
7497775,06/01/2010 15:35,1560,2501,$70.00,Swipe Transaction,43293,Clarion,IA,50525,5499,
7497776,06/01/2010 15:35,1686,2999,$200.76,Swipe Transaction,60569,Westminster,CO,80030,5300,
7497778,06/01/2010 15:36,614,2094,$63.16,Online Transaction,73186,ONLINE,,,4814,
7497779,06/01/2010 15:36,801,5772,$28.91,Swipe Transaction,56041,Lamesa,TX,79331,7538,
7497780,06/01/2010 15:36,980,5052,$104.81,Swipe Transaction,20561,Gwynn Oak,MD,21207,5912,
7497782,06/01/2010 15:36,1073,2547,$54.01,Swipe Transaction,21092,Pierceton,IN,46562,5300,
7497783,06/01/2010 15:36,1224,3874,"$1,243.15",Swipe Transaction,98672,College Park,MD,20740,5300,
7497785,06/01/2010 15:36,1759,4232,$34.68,Swipe Transaction,61195,Oceanside,CA,92057,5541,
7497787,06/01/2010 15:37,331,3818,$44.83,Swipe Transaction,48919,Andrews,SC,29510,5311,
7497789,06/01/2010 15:37,1752,3880,-$64.00,Swipe Transaction,22204,Abbeville,LA,70510,5541,
7497790,06/01/2010 15:38,27,5025,$56.00,Swipe Transaction,22204,Brandon,MS,39042,5541,
7497791,06/01/2010 15:38,33,5120,$90.00,Swipe Transaction,43293,Elko,NV,89801,5499,
7497792,06/01/2010 15:38,377,3906,$120.00,Swipe Transaction,27092,Butternut,WI,54514,4829,
7497795,06/01/2010 15:38,909,2583,-$90.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
7497794,06/01/2010 15:38,909,2583,$90.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
7497796,06/01/2010 15:38,1430,2813,$59.33,Swipe Transaction,20519,Estherville,IA,51334,5942,
7497797,06/01/2010 15:38,1560,2501,$57.80,Swipe Transaction,43293,Clarion,IA,50525,5499,
7497799,06/01/2010 15:38,1736,113,-$64.00,Swipe Transaction,61195,Brooklyn,NY,11211,5541,
7497800,06/01/2010 15:38,1807,165,$34.12,Swipe Transaction,66428,Bronx,NY,10463,4121,
7497801,06/01/2010 15:38,1963,4565,$129.99,Swipe Transaction,60569,Sacramento,CA,95812,5300,
7497803,06/01/2010 15:39,1171,4213,$180.00,Swipe Transaction,27092,Kailua Kona,HI,96740,4829,
7497805,06/01/2010 15:39,1403,2830,$99.99,Swipe Transaction,20561,Cumberland,VA,23040,5912,
7497807,06/01/2010 15:39,1752,3880,$33.80,Swipe Transaction,22204,Abbeville,LA,70510,5541,
7497808,06/01/2010 15:40,327,5512,$56.55,Online Transaction,39021,ONLINE,,,4784,
7497809,06/01/2010 15:40,1638,4728,$12.79,Swipe Transaction,26130,Lakeville,MN,55044,5300,
7497810,06/01/2010 15:40,1881,2554,$60.65,Swipe Transaction,81833,Carleton,MI,48117,5912,
7497811,06/01/2010 15:41,1,4652,$15.99,Swipe Transaction,17708,Pensacola,FL,32504,4121,
7497812,06/01/2010 15:41,33,5120,$44.69,Swipe Transaction,43293,Elko,NV,89801,5499,
7497813,06/01/2010 15:41,96,5175,$195.97,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7497814,06/01/2010 15:41,721,3361,$50.56,Swipe Transaction,19964,Miami,FL,33175,5311,
7497815,06/01/2010 15:41,846,3886,$9.88,Swipe Transaction,68069,Omaha,NE,68136,5912,
7497816,06/01/2010 15:41,1034,4622,$26.30,Online Transaction,9932,ONLINE,,,5311,
7497817,06/01/2010 15:41,1083,3710,$14.33,Online Transaction,18563,ONLINE,,,4121,
7497818,06/01/2010 15:41,1634,2464,$24.82,Swipe Transaction,42225,Alamo,TX,78516,7210,
7497819,06/01/2010 15:42,1313,4183,$51.81,Online Transaction,73186,ONLINE,,,4814,
7497820,06/01/2010 15:42,1466,5884,$2.00,Swipe Transaction,14528,Seaford,DE,19973,5499,
7497821,06/01/2010 15:42,1560,2501,-$70.00,Swipe Transaction,43293,Clarion,IA,50525,5499,
7497822,06/01/2010 15:42,1712,3291,$29.00,Swipe Transaction,20540,Dallas,TX,75238,4121,
7497823,06/01/2010 15:43,27,5025,-$56.00,Swipe Transaction,22204,Brandon,MS,39042,5541,
7497824,06/01/2010 15:43,452,4249,$7.59,Swipe Transaction,24919,Houston,TX,77096,5310,
7497825,06/01/2010 15:43,676,3910,$31.73,Swipe Transaction,26810,The Colony,TX,75056,5541,
7497826,06/01/2010 15:43,1531,2573,$4.31,Swipe Transaction,53059,Summerville,GA,30747,5912,
7497827,06/01/2010 15:43,1533,4625,$93.08,Swipe Transaction,25350,Indianapolis,IN,46237,8011,
7497828,06/01/2010 15:44,371,5495,$37.43,Swipe Transaction,95310,Richmond,VA,23226,5300,
7497829,06/01/2010 15:44,704,2945,$19.34,Online Transaction,39261,ONLINE,,,5815,
7497830,06/01/2010 15:44,1156,12,$74.87,Online Transaction,39021,ONLINE,,,4784,
7497831,06/01/2010 15:44,1752,3880,$64.00,Swipe Transaction,22204,Abbeville,LA,70510,5541,
7497832,06/01/2010 15:45,27,5025,$22.48,Swipe Transaction,22204,Brandon,MS,39042,5541,
7497833,06/01/2010 15:45,659,5486,$136.89,Online Transaction,73186,ONLINE,,,4814,
7497834,06/01/2010 15:45,677,179,$190.07,Swipe Transaction,9288,Saint Paul,MN,55116,8049,
7497835,06/01/2010 15:45,1098,4626,$84.25,Swipe Transaction,40096,Warsaw,IN,46581,4111,
7497836,06/01/2010 15:45,1198,2804,$63.57,Swipe Transaction,81703,Kyle,TX,78640,7832,
7497837,06/01/2010 15:45,1251,5156,$18.57,Online Transaction,15143,ONLINE,,,4784,
7497838,06/01/2010 15:45,1302,5464,$66.61,Swipe Transaction,50867,Jefferson,NC,28640,5541,
7497840,06/01/2010 15:45,1736,113,$64.00,Swipe Transaction,61195,Brooklyn,NY,11211,5541,
7497841,06/01/2010 15:46,161,5588,$56.20,Swipe Transaction,13369,Waco,TX,76707,5912,
7497842,06/01/2010 15:46,1843,961,$36.10,Swipe Transaction,97732,Chicago Heights,IL,60411,5912,
7497843,06/01/2010 15:47,595,2128,$92.96,Swipe Transaction,60569,Fuquay Varina,NC,27526,5300,
7497845,06/01/2010 15:47,898,4660,$43.68,Online Transaction,88459,ONLINE,,,5311,
7497846,06/01/2010 15:47,1179,2545,$48.09,Swipe Transaction,60569,Chesapeake,VA,23321,5300,
7497847,06/01/2010 15:47,1759,4232,$62.00,Swipe Transaction,61195,Oceanside,CA,92057,5541,
7497848,06/01/2010 15:47,1759,4232,-$62.00,Swipe Transaction,61195,Oceanside,CA,92057,5541,
7497849,06/01/2010 15:47,1857,5089,$23.57,Swipe Transaction,91128,Morris Plains,NJ,7950,5411,
7497851,06/01/2010 15:48,1515,5557,$80.00,Swipe Transaction,27092,Mechanicsburg,PA,17050,4829,
7497852,06/01/2010 15:49,542,4979,$8.34,Swipe Transaction,31893,Oklahoma City,OK,73115,5311,
7497853,06/01/2010 15:49,564,5887,$40.00,Swipe Transaction,27092,Randolph,ME,4346,4829,
7497854,06/01/2010 15:49,671,5592,$11.95,Online Transaction,88459,ONLINE,,,5311,
7497857,06/01/2010 15:49,1604,2950,-$76.00,Swipe Transaction,61195,Batesville,MS,38606,5541,
7497858,06/01/2010 15:49,1682,3407,$84.27,Swipe Transaction,48439,Grand Forks,ND,58201,5912,
7497859,06/01/2010 15:50,393,5873,-$374.00,Swipe Transaction,3558,Bloomfield,CT,6002,3640,
7497860,06/01/2010 15:50,613,3799,$3.44,Online Transaction,16798,ONLINE,,,4121,
7497862,06/01/2010 15:50,1520,2956,$22.41,Swipe Transaction,69921,San Francisco,CA,94112,5912,
7497863,06/01/2010 15:50,1591,2043,$58.00,Swipe Transaction,35451,Omaha,NE,68108,5812,
7497864,06/01/2010 15:51,1788,2538,$12.97,Swipe Transaction,7082,Raceland,LA,70394,5300,
7497865,06/01/2010 15:52,1148,5804,$106.95,Swipe Transaction,9098,Philadelphia,PA,19145,7996,
7497867,06/01/2010 15:53,1541,3253,$154.04,Online Transaction,43422,ONLINE,,,6300,
7497868,06/01/2010 15:54,229,5942,$0.98,Swipe Transaction,13523,Cedar Rapids,IA,52404,5310,
7497869,06/01/2010 15:54,1008,2592,$2.73,Swipe Transaction,50783,Chicago,IL,60632,5411,
7497872,06/01/2010 15:55,1518,2584,$8.28,Swipe Transaction,24504,New Hope,AL,35760,4214,
7497873,06/01/2010 15:55,1604,2950,$33.28,Swipe Transaction,61195,Batesville,MS,38606,5541,
7497874,06/01/2010 15:56,585,5881,$21.02,Swipe Transaction,17721,Miami,FL,33152,4121,
7497875,06/01/2010 15:56,1247,5837,$47.50,Swipe Transaction,11468,Bakersfield,CA,93308,5970,
7497876,06/01/2010 15:56,1295,3318,$40.78,Swipe Transaction,36934,Duluth,MN,55807,7538,
7497877,06/01/2010 15:56,1741,5465,$102.88,Swipe Transaction,99370,Tucson,AZ,85711,5311,
7497878,06/01/2010 15:57,350,2865,$47.73,Swipe Transaction,11468,Rockville,MD,20851,5970,
7497881,06/01/2010 15:57,1128,4548,$6.01,Online Transaction,39261,ONLINE,,,5815,
7497882,06/01/2010 15:57,1169,4179,$39.10,Online Transaction,41122,ONLINE,,,4784,
7497883,06/01/2010 15:57,1428,5116,$7.67,Online Transaction,18563,ONLINE,,,4121,
7497885,06/01/2010 15:57,1964,5898,$41.32,Swipe Transaction,32175,Franklinton,NC,27525,7538,
7497887,06/01/2010 15:58,657,4662,$93.67,Swipe Transaction,79927,Olivia,MN,56277,5912,
7497888,06/01/2010 15:58,1666,993,$14.80,Swipe Transaction,92400,Rincon,GA,31326,5812,
7497891,06/01/2010 15:58,1963,3317,$21.50,Online Transaction,18563,ONLINE,,,4121,Bad Card Number
7497892,06/01/2010 15:59,374,5100,$4.39,Swipe Transaction,99370,Sacramento,CA,95823,5311,
7497893,06/01/2010 15:59,1248,5787,$46.73,Swipe Transaction,60569,Waunakee,WI,53597,5300,
7497894,06/01/2010 15:59,1571,5397,$5.20,Swipe Transaction,59935,Hendersonville,TN,37075,5499,
7497895,06/01/2010 16:00,1226,4159,$116.94,Swipe Transaction,2177,Honolulu,HI,96815,5411,
7497896,06/01/2010 16:01,630,2059,$111.46,Swipe Transaction,60569,Jacksonville,FL,32220,5300,
7497897,06/01/2010 16:01,724,2876,$93.18,Online Transaction,79050,ONLINE,,,4900,
7497900,06/01/2010 16:01,1100,5079,$139.94,Swipe Transaction,50783,Levittown,NY,11756,5411,
7497901,06/01/2010 16:01,1538,3206,$31.92,Online Transaction,18563,ONLINE,,,4121,
7497902,06/01/2010 16:01,1686,2999,$7.15,Swipe Transaction,83480,Lafayette,CO,80026,9402,
7497903,06/01/2010 16:02,901,3729,$80.00,Swipe Transaction,27092,Pensacola,FL,32507,4829,
7497904,06/01/2010 16:02,1479,1139,$27.52,Online Transaction,39021,ONLINE,,,4784,
7497905,06/01/2010 16:03,671,5592,$398.53,Online Transaction,86286,ONLINE,,,5732,
7497906,06/01/2010 16:03,757,4175,$41.14,Swipe Transaction,31893,Brooklyn,NY,11235,5311,
7497908,06/01/2010 16:03,1725,3296,$59.17,Online Transaction,73186,ONLINE,,,4814,
7497909,06/01/2010 16:04,349,4314,$1.28,Swipe Transaction,86438,Orrville,OH,44667,5499,
7497910,06/01/2010 16:04,565,5459,$9.38,Swipe Transaction,3531,Carrollton,TX,75006,5411,
7497911,06/01/2010 16:04,820,127,$15.17,Swipe Transaction,76017,Barnstable,MA,2630,7230,
7497912,06/01/2010 16:04,951,3330,-$97.00,Swipe Transaction,61195,Compton,CA,90222,5541,
7497914,06/01/2010 16:04,1193,4533,$118.10,Swipe Transaction,52883,Poughkeepsie,NY,12603,7538,
7497915,06/01/2010 16:05,900,3412,$45.33,Swipe Transaction,464,Panama City,FL,32404,7832,
7497916,06/01/2010 16:05,1184,2898,$38.14,Swipe Transaction,81833,Fremont,CA,94536,5912,
7497917,06/01/2010 16:05,1210,4606,$0.66,Swipe Transaction,14528,Milton,PA,17847,5499,
7497918,06/01/2010 16:05,1274,24,$12.21,Online Transaction,9932,ONLINE,,,5311,
7497919,06/01/2010 16:06,476,1070,$81.00,Swipe Transaction,59935,Alburtis,PA,18011,5499,
7497920,06/01/2010 16:06,951,3330,$28.50,Swipe Transaction,61195,Compton,CA,90222,5541,
7497921,06/01/2010 16:06,1202,2885,$10.40,Swipe Transaction,46284,Chicago,IL,60657,5411,
7497922,06/01/2010 16:06,1305,2026,$15.25,Swipe Transaction,83480,Millington,TN,38053,9402,
7497923,06/01/2010 16:06,1591,2056,$76.28,Swipe Transaction,32175,Omaha,NE,68111,7538,
7497924,06/01/2010 16:06,1648,2624,$64.01,Swipe Transaction,13646,Cherry Hill,NJ,8002,7538,
7497925,06/01/2010 16:06,1985,4085,$1.36,Swipe Transaction,14528,Alpharetta,GA,30022,5499,
7497926,06/01/2010 16:07,496,3428,$17.57,Swipe Transaction,45344,Mesquite,TX,75149,5813,
7497927,06/01/2010 16:07,870,3257,$1.54,Swipe Transaction,14528,Indian Head,MD,20640,5499,
7497928,06/01/2010 16:07,879,4500,$47.08,Swipe Transaction,32175,Brownsville,TX,78521,7538,
7497929,06/01/2010 16:07,1284,172,$78.29,Swipe Transaction,61195,Brewster,MA,2631,5541,
7497930,06/01/2010 16:07,1291,2473,$77.04,Swipe Transaction,12554,Sullivan,MO,63080,5411,
7497931,06/01/2010 16:07,1382,2838,$44.20,Swipe Transaction,48919,Dallas,TX,75254,5311,
7497932,06/01/2010 16:07,1508,3279,$58.32,Swipe Transaction,69143,Bloomington,IN,47403,5211,
7497933,06/01/2010 16:07,1518,2584,$124.76,Online Transaction,17976,ONLINE,,,4900,
7497934,06/01/2010 16:08,120,3806,$37.93,Online Transaction,89705,ONLINE,,,5193,
7497935,06/01/2010 16:09,921,3457,$55.84,Swipe Transaction,32175,Webster,NY,14580,7538,
7497936,06/01/2010 16:09,1253,3841,$26.37,Swipe Transaction,10106,Beacon Falls,CT,6403,5411,
7497937,06/01/2010 16:09,1551,2537,$28.51,Online Transaction,96246,ONLINE,,,4784,
7497938,06/01/2010 16:09,1581,2519,$1.27,Swipe Transaction,14528,Barnhart,MO,63012,5499,
7497939,06/01/2010 16:09,1875,4100,$61.35,Swipe Transaction,65881,East Sparta,OH,44626,5311,
7497940,06/01/2010 16:10,103,5113,$63.23,Swipe Transaction,60569,Raleigh,NC,27615,5300,
7497941,06/01/2010 16:10,1053,3771,$39.87,Swipe Transaction,60569,Orlando,FL,32814,5300,
7497942,06/01/2010 16:10,1243,3884,$41.85,Swipe Transaction,59935,Chambersburg,PA,17202,5499,
7497944,06/01/2010 16:10,1444,5118,$13.93,Swipe Transaction,25887,Oceanside,NY,11572,5814,
7497945,06/01/2010 16:10,1733,5013,$59.04,Swipe Transaction,96631,Williamsburg,KY,40769,7230,
7497947,06/01/2010 16:10,1956,2451,$60.39,Online Transaction,80770,ONLINE,,,7922,
7497949,06/01/2010 16:11,970,1012,$17.53,Swipe Transaction,83480,Port Orange,FL,32128,9402,
7497951,06/01/2010 16:12,476,1070,-$81.00,Swipe Transaction,59935,Alburtis,PA,18011,5499,
7497952,06/01/2010 16:12,1340,2954,$172.01,Swipe Transaction,61195,Houston,TX,77064,5541,
7497953,06/01/2010 16:12,1451,3790,$43.01,Swipe Transaction,84684,Revere,MA,2151,5310,
7497954,06/01/2010 16:12,1756,2190,$129.34,Swipe Transaction,60569,Greenville,NC,27834,5300,
7497955,06/01/2010 16:13,77,2438,$58.55,Swipe Transaction,75141,Camp Hill,PA,17011,5912,
7497957,06/01/2010 16:13,1144,4172,$80.00,Swipe Transaction,27092,Houston,TX,77086,4829,
7497958,06/01/2010 16:13,1807,165,$30.70,Swipe Transaction,66428,Bronx,NY,10463,4121,
7497959,06/01/2010 16:13,1827,4546,$20.00,Swipe Transaction,27092,Vista,CA,92084,4829,
7497960,06/01/2010 16:14,96,3695,$89.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
7497961,06/01/2010 16:14,737,148,$57.06,Swipe Transaction,22204,Medford,OR,97504,5541,
7497962,06/01/2010 16:14,1758,4686,$15.76,Online Transaction,9932,ONLINE,,,5311,
7497963,06/01/2010 16:15,476,1070,$62.18,Swipe Transaction,59935,Alburtis,PA,18011,5499,
7497964,06/01/2010 16:15,511,2212,$12.19,Swipe Transaction,81833,Tucson,AZ,85711,5912,
7497965,06/01/2010 16:15,1084,3232,$681.17,Swipe Transaction,80041,Tacoma,WA,98403,6300,
7497966,06/01/2010 16:15,1201,16,$100.08,Swipe Transaction,83434,Woburn,MA,1801,7538,
7497968,06/01/2010 16:15,1776,4938,$57.37,Online Transaction,39021,ONLINE,,,4784,
7497969,06/01/2010 16:16,1094,138,$8.84,Swipe Transaction,61195,San Francisco,CA,94111,5541,
7497970,06/01/2010 16:16,1977,965,$0.58,Swipe Transaction,86438,Aurora,IN,47001,5499,
7497971,06/01/2010 16:17,1034,4622,$20.95,Swipe Transaction,83480,Matthews,NC,28105,9402,
7497973,06/01/2010 16:17,1243,3884,-$61.00,Swipe Transaction,59935,Chambersburg,PA,17202,5499,
7497972,06/01/2010 16:17,1243,3884,$61.00,Swipe Transaction,59935,Chambersburg,PA,17202,5499,
7497974,06/01/2010 16:17,1675,4692,$116.75,Swipe Transaction,48919,Puyallup,WA,98373,5311,
7497975,06/01/2010 16:17,1802,5836,$41.44,Online Transaction,39021,ONLINE,,,4784,
7497976,06/01/2010 16:17,1956,2451,$84.61,Online Transaction,80770,ONLINE,,,7922,Insufficient Balance
7497977,06/01/2010 16:18,2,2919,$42.55,Online Transaction,73186,ONLINE,,,4814,
7497978,06/01/2010 16:18,24,2827,$100.00,Swipe Transaction,27092,Rockford,IL,61126,4829,
7497979,06/01/2010 16:18,209,4676,$41.82,Swipe Transaction,56661,El Paso,TX,79928,5411,
7497980,06/01/2010 16:18,519,3380,$13.84,Swipe Transaction,83480,Las Vegas,NV,89142,9402,
7497981,06/01/2010 16:18,1616,5164,$37.29,Swipe Transaction,85376,Roanoke,TX,76262,4121,
7497982,06/01/2010 16:19,987,4146,$331.45,Swipe Transaction,23189,Gaithersburg,MD,20879,8011,
7497984,06/01/2010 16:19,1560,5769,$12.24,Swipe Transaction,95155,Badger,IA,50516,5300,
7497985,06/01/2010 16:19,1659,260,$28.13,Online Transaction,16798,ONLINE,,,4121,
7497986,06/01/2010 16:20,376,118,$83.26,Swipe Transaction,94123,Absecon,NJ,8205,5310,
7497987,06/01/2010 16:20,476,1070,$82.06,Swipe Transaction,60569,Bangor,PA,18013,5300,
7497988,06/01/2010 16:21,849,3823,$42.06,Swipe Transaction,41189,Philadelphia,PA,19116,7538,
7497989,06/01/2010 16:21,1170,4592,$62.12,Swipe Transaction,83229,Mount Pleasant,NC,28124,5411,
7497990,06/01/2010 16:21,1492,2615,$27.83,Swipe Transaction,37174,Hanover Park,IL,60133,5812,
7497991,06/01/2010 16:22,96,3695,-$89.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
7497992,06/01/2010 16:22,1096,3012,$5.74,Swipe Transaction,20561,Syracuse,NY,13212,5912,
7497993,06/01/2010 16:22,1817,2530,$27.23,Online Transaction,18563,ONLINE,,,4121,
7497994,06/01/2010 16:23,363,5364,$13.08,Swipe Transaction,13067,Vatican City,Vatican City,,5411,
7497995,06/01/2010 16:23,1452,3801,$113.85,Swipe Transaction,86410,Houston,TX,77056,5211,
7497997,06/01/2010 16:24,32,1087,$28.48,Online Transaction,39021,ONLINE,,,4784,
7497998,06/01/2010 16:24,356,3251,$38.69,Swipe Transaction,61403,Stuart,FL,34997,5411,
7497999,06/01/2010 16:24,683,4279,$0.58,Swipe Transaction,14528,State College,PA,16801,5499,
7498001,06/01/2010 16:25,464,3233,$60.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
7498002,06/01/2010 16:25,621,4944,$36.06,Swipe Transaction,29893,Fort Mc Coy,FL,32134,7832,
7498004,06/01/2010 16:25,732,1115,$1.02,Swipe Transaction,14528,Wichita,KS,67204,5499,
7498005,06/01/2010 16:25,872,5064,$100.00,Swipe Transaction,27092,Maywood,IL,60153,4829,
7498006,06/01/2010 16:25,972,4166,$144.98,Online Transaction,61641,ONLINE,,,4900,
7498007,06/01/2010 16:25,1030,3828,$6.61,Swipe Transaction,23067,Vancouver,WA,98684,5812,
7498008,06/01/2010 16:25,1504,4963,$58.00,Swipe Transaction,32858,El Paso,TX,79936,5311,
7498009,06/01/2010 16:26,205,2861,$808.89,Online Transaction,70268,ONLINE,,,4722,
7498010,06/01/2010 16:26,837,160,$44.14,Swipe Transaction,69956,Morgantown,WV,26505,5310,
7498012,06/01/2010 16:26,1098,4626,$54.47,Swipe Transaction,40096,Warsaw,IN,46581,4111,
7498013,06/01/2010 16:26,1138,2122,$20.47,Swipe Transaction,60569,Birmingham,AL,35214,5300,
7498014,06/01/2010 16:27,96,3695,$135.25,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
7498016,06/01/2010 16:27,1444,2882,$37.72,Swipe Transaction,76850,Oceanside,NY,11572,4121,
7498017,06/01/2010 16:27,1513,2965,$4.60,Swipe Transaction,65566,Shelton,CT,6484,5921,
7498018,06/01/2010 16:27,1617,157,$50.48,Swipe Transaction,76895,Columbia,MD,21044,5813,
7498019,06/01/2010 16:27,1871,2430,$4.77,Swipe Transaction,50867,Albuquerque,NM,87121,5541,
7498020,06/01/2010 16:28,59,1145,$1.26,Swipe Transaction,14528,Clovis,NM,88101,5499,
7498021,06/01/2010 16:28,604,4280,$28.21,Online Transaction,39021,ONLINE,,,4784,
7498022,06/01/2010 16:28,912,4197,$81.90,Swipe Transaction,20332,Miami,FL,33186,7230,
7498023,06/01/2010 16:28,951,3330,$97.00,Swipe Transaction,61195,Compton,CA,90222,5541,
7498024,06/01/2010 16:28,1407,4695,$19.74,Swipe Transaction,24504,Empire,AL,35063,4214,
7498026,06/01/2010 16:29,984,4088,$12.16,Swipe Transaction,12763,Winter Garden,FL,34778,5621,
7498027,06/01/2010 16:30,150,2505,$132.30,Swipe Transaction,65153,Lorton,VA,22079,5912,Insufficient Balance
7498028,06/01/2010 16:30,908,5154,$63.36,Swipe Transaction,34490,Raleigh,NC,27606,5719,
7498029,06/01/2010 16:31,1098,4626,-$88.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
7498030,06/01/2010 16:31,1808,1184,$99.00,Swipe Transaction,22204,Midland,TX,79701,5541,
7498031,06/01/2010 16:31,1895,1090,$99.29,Swipe Transaction,61195,Piscataway,NJ,8854,5541,Insufficient Balance
7498032,06/01/2010 16:31,1909,1136,$30.85,Online Transaction,23329,ONLINE,,,5193,
7498033,06/01/2010 16:32,52,4976,$112.65,Swipe Transaction,60569,Poughkeepsie,NY,12601,5300,
7498034,06/01/2010 16:32,209,5575,$39.74,Swipe Transaction,50783,El Paso,TX,79928,5411,
7498036,06/01/2010 16:32,737,148,$75.74,Swipe Transaction,81833,Medford,OR,97504,5912,
7498037,06/01/2010 16:32,1644,3444,$13.25,Swipe Transaction,24504,Blacksburg,SC,29702,4214,
7498038,06/01/2010 16:32,1880,2014,$37.44,Swipe Transaction,62261,Milwaukee,WI,53210,5211,
7498039,06/01/2010 16:33,362,5474,$28.02,Swipe Transaction,1238,Fayetteville,AR,72703,7393,
7498040,06/01/2010 16:33,1141,237,$1.75,Swipe Transaction,14528,Winston Salem,NC,27101,5499,
7498041,06/01/2010 16:33,1443,4730,$56.88,Swipe Transaction,2344,Waianae,HI,96792,7995,
7498042,06/01/2010 16:33,1757,4719,$47.93,Online Transaction,81759,ONLINE,,,7349,
7498044,06/01/2010 16:34,514,1123,$217.27,Swipe Transaction,16193,Melbourne,FL,32901,6300,
7498045,06/01/2010 16:34,1561,2966,$17.44,Swipe Transaction,42045,Fort Mill,SC,29715,5411,
7498046,06/01/2010 16:35,478,1099,$18.09,Swipe Transaction,83480,Suwanee,GA,30024,9402,
7498047,06/01/2010 16:35,1177,3030,$19.61,Swipe Transaction,82981,Newark,DE,19713,5912,
7498048,06/01/2010 16:35,1895,2119,$66.63,Swipe Transaction,61195,Piscataway,NJ,8854,5541,
7498049,06/01/2010 16:36,468,5532,$36.99,Swipe Transaction,61195,Iowa City,IA,52240,5541,
7498050,06/01/2010 16:36,708,5165,$260.00,Swipe Transaction,27092,Staten Island,NY,10304,4829,
7498051,06/01/2010 16:36,852,4187,-$97.00,Swipe Transaction,59935,Gainesville,FL,32653,5499,
7498052,06/01/2010 16:36,1896,4529,$1.48,Swipe Transaction,45926,Monroe,MI,48161,5814,
7498053,06/01/2010 16:37,683,5990,$262.72,Swipe Transaction,6955,State College,PA,16801,8011,
7498054,06/01/2010 16:37,699,3875,$17.29,Swipe Transaction,84796,Riverside,IA,52327,4121,
7498055,06/01/2010 16:37,885,5852,$100.00,Swipe Transaction,27092,Springfield,MO,65802,4829,
7498056,06/01/2010 16:37,939,2028,$51.14,Swipe Transaction,22004,Lancaster,PA,17603,5300,
7498057,06/01/2010 16:37,1190,4508,$40.64,Online Transaction,39021,ONLINE,,,4784,
7498058,06/01/2010 16:37,1581,5541,$0.98,Swipe Transaction,14528,Barnhart,MO,63012,5499,
7498059,06/01/2010 16:37,1808,1184,$18.70,Swipe Transaction,22204,Midland,TX,79701,5541,
7498060,06/01/2010 16:38,68,4648,$40.00,Swipe Transaction,27092,Cedarburg,WI,53012,4829,
7498061,06/01/2010 16:38,236,4560,$33.19,Swipe Transaction,50783,Richmond,TX,77406,5411,
7498062,06/01/2010 16:38,395,2027,$52.51,Swipe Transaction,48919,Arlington,TX,76002,5311,
7498064,06/01/2010 16:38,1098,4626,$68.91,Swipe Transaction,50867,Hawarden,IA,51023,5541,
